No,crop_type,soil_type,month,seed_rate,fertilizer_type,fertilizer_amt,o_fertilizer_type,o_fertilizer_amt,manure_type,manure_amt,insecticide_amt,herbicide_amt,address,temp,rate
277,Maize,acrisol,7,15,NPK,50,Urea ,50,nth,0,0.5,0,Shan,19,50
278,Maize,acrisol,7,15,NPK,50,Urea,50,nth,0,0.5,0,Shan,19,50
279,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,19,50
280,Maize,acrisol,7,15,NPK,50,urea,50,nth,0,0.5,0,Shan,19,45
281,Maize,acrisol,7,15,NPK,50,Urea ,50,nth,0,0.5,0,Shan,19,45
282,Maize,acrisol,7,15,NPK,50,Urea,50,nth,0,0.5,0,Shan,,45
283,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,Feces,,44,90,Bago,25,90
284,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,Feces,15,44,90,Bago,25,90
285,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,fEces,15,44,60,Bago,25,90
286,Maize,Acrisols,7,15,npk,50,u rea,50,nothing,0,0.5,0,Shan,19,50
287,Maize,Acrisols,7,15,npk,50,urea,50,nothing,0,0.5,0,Shan,19,50
288,Maize,Acrisols,7,15,npk,50,Urea ,50,nothing,0,0.5,0,Shan,19,50
289,Maize,Acrisols,,15,npk,50,Urea,50,nothing,0,0.5,0,Shan,19,48
290,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,fEces,15,44,60,Bago,25,90
291,rainy paddy,ferriasol ,6,45,NPK,120,COMPOUND,50,F eces,15,44,60,Bago,25,80
292,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
293,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
294,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
295,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
296,Maize,a crisol,7,15,,50,Urea ,50,nth,0,0.5,0,Shan,19,55
297,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,feces,15,60,90,Bago,27,85
298,rainy paddy,ferriasol ,6,45,NPK,100,Compound,50,feces,0,44,90,Bago,27,85
299,summer paddy,fluvisols,11,32,Npk,180,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
300,summer paddy,fluvisols,11,32,NPK,185,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
301,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
302,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
303,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
304,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
305,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
306,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
307,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
308,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
309,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
310,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
311,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
312,Maize,vertisols,7,5,URea,100,C ompound,95,greenmanure,1,0.5,0,Mandalay,25,100
313,Maize,vertisols,7,5,urea,100,compound,95,greenmanure,1,0.5,0,Mandalay,25,95
314,summer paddy,fluvisols,11,32,Npk,180,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
315,summer paddy,fluvisols,11,32,NPK,185,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
316,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
317,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
318,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
319,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
320,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
321,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
322,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
323,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
324,rainy paddy,ferriasol ,6,35,NPK,100,compound,50,feces,15,60,90,Bago,27,80
325,rainy paddy,ferriasol ,6,36,NPK,120,Compound,50,feces,15,60,90,Bago,27,80
326,rainy paddy,ferriasol ,6,35,NPK,150,Compound,50,feces,15,60,90,Bago,27,85
327,rainy paddy,ferriasol ,6,38,NPK,150,Compound,50,feces,15,60,90,Bago,27,85
328,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,feces,15,60,90,Bago,27,85
329,rainy paddy,ferriasol ,6,45,NPK,100,Compound,50,feces,,44,90,Bago,27,85
330,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,Feces,,44,90,Bago,25,90
331,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,Feces,15,44,90,Bago,25,90
332,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,fEces,15,44,60,Bago,25,90
333,rainy paddy,ferriasol ,6,45,NPK,120,COMPOUND,50,F eces,15,44,60,Bago,25,80
334,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
335,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
336,rainy paddy,ferriasol ,6,35,compound,50,npk,150,Feces,20,36,60,Bago,29,80
337,rainy paddy,ferriasol ,6,40,npk,100,Compound,50,Feces,20,36,60,Bago,29,80
338,rainy paddy,ferriasol ,6,48,compound,50,npk,150,Feces,20,36,0,Bago,29,85
339,rainy paddy,ferriasol ,6,38,Npk,100,ComPound,50,,,36,0,Bago,29,85
340,rainy paddy,ferriasol ,6,45,Npk,100,ComPound,50,,,18,0,Bago,29,85
341,rainy paddy,ferriasol ,6,45,Npk,1000,ComPound,50,,,18,0,Bago,29,85
342,rainy paddy,ferriasol ,6,40,NPK,130,ComPound,50,Feces,15,18,0,Bago,29,85
343,rainy paddy,ferriasol ,6,40,NPK,130,Cmpd,50,Feces,15,18,0,Bago,29,85
344,rainy paddy,ferriasol ,6,40,nPK,130,Compund,50,Feces,15,18,0,Bago,29,90
345,rainy paddy,ferriasol ,6,38,nPK,100,Compund,50,Feces,20,18,0,Bago,29,90
346,rainy paddy,ferriasol ,6,38,nPK,100,Compund,50,Feces,20,18,0,Bago,28,90
347,rainy paddy,ferriasol ,6,38,NpK,100,Compund,50,Feces,20,62,80,Bago,28,90
348,rainy paddy,ferriasol ,6,45,NpK,100,Compund,50,feces,20,62,80,Bago,28,90
349,rainy paddy,ferriasol ,6,45,NpK,150,COMPOUND,50,feces,115,62,80,Bago,28,90
350,rainy paddy,ferriasol ,6,45,NpK,150,COMPOUND,50,feces,15,62,80,Bago,28,100
351,rainy paddy,ferriasol ,6,40,,150,COMPOUND,50,feces,15,62,90,Bago,28,100
352,rainy paddy,ferriasol ,6,40,,150,COMPOUND,50,feces,,62,90,Bago,28,100
353,rainy paddy,ferriasol ,6,300,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
354,rainy paddy,ferriasol ,6,38,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
355,rainy paddy,ferriasol ,6,34,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
356,rainy paddy,ferriasol ,6,48,Npk,130,Compoun d,50,feces,20,62,90,Bago,28,100
357,rainy paddy,ferriasol ,6,50,Npk,150,Compoun d,50,feces,20,62,90,Bago,27,100
358,summer paddy,ferriasol ,11,35,NPK,150,COMPOUND,50,,,62,0,Bago,27,95
359,summer paddy,ferriasol ,11,35,NPK,150,COMPOUND,50,,0,62,0,Bago,28,95
360,summer paddy,ferriasol ,11,35,NPK,120,COMPOUND,50,feces,0,62,0,Bago,28,95
361,summer paddy,ferriasol ,11,35,npk,120,COMPOUND,50,feces,0,62,90,Bago,28,95
362,summer paddy,ferriasol ,11,35,compound,50,npk,100,feces,0,62,90,Bago,28,95
363,summer paddy,ferriasol ,11,35,compound,50,npk,100,feces,0,62,90,Bago,28,95
364,summer paddy,ferriasol ,11,40,npk,100,Compound,50,feces,0,70,90,Bago,26,100
365,summer paddy,ferriasol ,11,40,compound,50,npk,,feces,15,70,90,Bago,26,100
366,summer paddy,ferriasol ,11,40,Npk,120,ComPound,,,,62,90,Bago,26,100
367,summer paddy,ferriasol ,11,40,Npk,120,ComPound,,,,62,90,Bago,26,100
368,summer paddy,ferriasol ,11,40,Npk,120,COMPOUND,50,feces,15,62,90,Bago,28,100
369,summer paddy,ferriasol ,11,40,NPK,120,COMPOUND,50,feces,15,62,95,Bago,28,100
370,summer paddy,ferriasol ,11,40,NPK,120,COMPOUND,50,feces,15,70,95,Bago,28,100
371,summer paddy,ferriasol ,11,40,NPK,150,COMPOUND,50,feces,15,70,95,Bago,28,110
372,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,110
373,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
374,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
375,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
376,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
377,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
378,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
379,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
380,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
381,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
382,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
383,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
384,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
385,Maize,vertisols,7,5,URea,100,C ompound,95,greenmanure,1,0.5,0,Mandalay,25,100
386,Maize,vertisols,7,5,urea,100,compound,95,greenmanure,1,0.5,0,Mandalay,25,95
387,summer paddy,fluvisols,11,32,Npk,180,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
388,summer paddy,fluvisols,11,32,NPK,185,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
389,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
390,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
391,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
392,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
393,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
394,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
395,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
396,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
397,rainy paddy,ferriasol ,6,35,NPK,100,compound,50,feces,15,60,90,Bago,27,80
398,rainy paddy,ferriasol ,6,36,NPK,120,Compound,50,feces,15,60,90,Bago,27,80
399,rainy paddy,ferriasol ,6,35,NPK,150,Compound,50,feces,15,60,90,Bago,27,85
400,rainy paddy,ferriasol ,6,38,NPK,150,Compound,50,feces,15,60,90,Bago,27,85
401,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,feces,15,60,90,Bago,27,85
402,rainy paddy,ferriasol ,6,45,NPK,100,Compound,50,feces,,44,90,Bago,27,85
403,rainy paddy,ferriasol ,6,40,NPK,100,Compound,50,Feces,,44,90,Bago,25,90
404,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,Feces,15,44,90,Bago,25,90
405,rainy paddy,ferriasol ,6,45,NPK,150,COMPOUND,50,fEces,15,44,60,Bago,25,90
406,rainy paddy,ferriasol ,6,45,NPK,120,COMPOUND,50,F eces,15,44,60,Bago,25,80
407,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
408,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
409,rainy paddy,ferriasol ,6,35,compound,50,npk,150,Feces,20,36,60,Bago,29,80
410,rainy paddy,ferriasol ,6,40,npk,100,Compound,50,Feces,20,36,60,Bago,29,80
411,rainy paddy,ferriasol ,6,48,compound,50,npk,150,Feces,20,36,0,Bago,29,85
412,rainy paddy,ferriasol ,6,38,Npk,100,ComPound,50,,,36,0,Bago,29,85
413,rainy paddy,ferriasol ,6,45,Npk,100,ComPound,50,,,18,0,Bago,29,85
414,rainy paddy,ferriasol ,6,45,Npk,1000,ComPound,50,,,18,0,Bago,29,85
415,rainy paddy,ferriasol ,6,40,NPK,130,ComPound,50,Feces,15,18,0,Bago,29,85
416,rainy paddy,ferriasol ,6,40,NPK,130,Cmpd,50,Feces,15,18,0,Bago,29,85
417,rainy paddy,ferriasol ,6,40,nPK,130,Compund,50,Feces,15,18,0,Bago,29,90
418,rainy paddy,ferriasol ,6,38,nPK,100,Compund,50,Feces,20,18,0,Bago,29,90
419,rainy paddy,ferriasol ,6,38,nPK,100,Compund,50,Feces,20,18,0,Bago,28,90
420,rainy paddy,ferriasol ,6,38,NpK,100,Compund,50,Feces,20,62,80,Bago,28,90
421,rainy paddy,ferriasol ,6,45,NpK,100,Compund,50,feces,20,62,80,Bago,28,90
422,rainy paddy,ferriasol ,6,45,NpK,150,COMPOUND,50,feces,115,62,80,Bago,28,90
423,rainy paddy,ferriasol ,6,45,NpK,150,COMPOUND,50,feces,15,62,80,Bago,28,100
424,rainy paddy,ferriasol ,6,40,,150,COMPOUND,50,feces,15,62,90,Bago,28,100
425,rainy paddy,ferriasol ,6,40,,150,COMPOUND,50,feces,,62,90,Bago,28,100
426,rainy paddy,ferriasol ,6,300,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
427,rainy paddy,ferriasol ,6,38,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
428,rainy paddy,ferriasol ,6,34,Npk,130,COMPOUND,50,feces,20,62,90,Bago,28,100
429,rainy paddy,ferriasol ,6,48,Npk,130,Compoun d,50,feces,20,62,90,Bago,28,100
430,rainy paddy,ferriasol ,6,50,Npk,150,Compoun d,50,feces,20,62,90,Bago,27,100
431,summer paddy,ferriasol ,11,35,NPK,150,COMPOUND,50,,,62,0,Bago,27,95
432,summer paddy,ferriasol ,11,35,NPK,150,COMPOUND,50,,0,62,0,Bago,28,95
433,summer paddy,ferriasol ,11,35,NPK,120,COMPOUND,50,feces,0,62,0,Bago,28,95
434,summer paddy,ferriasol ,11,35,npk,120,COMPOUND,50,feces,0,62,90,Bago,28,95
435,summer paddy,ferriasol ,11,35,compound,50,npk,100,feces,0,62,90,Bago,28,95
436,summer paddy,ferriasol ,11,35,compound,50,npk,100,feces,0,62,90,Bago,28,95
437,summer paddy,ferriasol ,11,40,npk,100,Compound,50,feces,0,70,90,Bago,26,100
438,summer paddy,ferriasol ,11,40,compound,50,npk,,feces,15,70,90,Bago,26,100
439,summer paddy,ferriasol ,11,40,Npk,120,ComPound,,,,62,90,Bago,26,100
440,summer paddy,ferriasol ,11,40,Npk,120,ComPound,,,,62,90,Bago,26,100
441,summer paddy,ferriasol ,11,40,Npk,120,COMPOUND,50,feces,15,62,90,Bago,28,100
442,summer paddy,ferriasol ,11,40,NPK,120,COMPOUND,50,feces,15,62,95,Bago,28,100
443,summer paddy,ferriasol ,11,40,NPK,120,COMPOUND,50,feces,15,70,95,Bago,28,100
444,summer paddy,ferriasol ,11,40,NPK,150,COMPOUND,50,feces,15,70,95,Bago,28,110
445,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,110
446,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
447,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
448,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
449,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
450,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
451,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
452,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
453,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
454,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
455,summer paddy,ferriasol ,11,40,NPK,150,COMPOUND,50,feces,15,70,95,Bago,28,110
456,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,110
457,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
458,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
459,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
460,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
461,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
462,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
463,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
464,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
465,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
466,summer paddy,ferriasol ,11,40,NPK,150,COMPOUND,50,feces,15,70,95,Bago,28,110
467,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,110
468,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
469,summer paddy,ferriasol ,11,35,npk,150,Compound,50,feces,0,62,950,Bago,27,110
470,summer paddy,ferriasol ,11,35,compound,1000,npk,150,feces,0,62,950,Bago,27,110
471,summer paddy,ferriasol ,11,35,compound,5000,ComPound,50,feces,0,70,80,Bago,27,105
472,summer paddy,ferriasol ,11,35,npk,130,ComPound,50,feces,0,70,80,Bago,27,105
473,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
474,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
475,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
476,rainy paddy,fluvisols,6,48,NPK,75,Compound,50,biocomposer,1,60,80,Ayeyarwady,29,50
477,summer paddy,ferriasol ,11,35,compound,50,npk,120,feces,0,44,0,Bago,27,105
478,Maize,vertisols,7,5,URea,100,C ompound,95,greenmanure,1,0.5,0,Mandalay,25,100
479,Maize,vertisols,7,5,urea,100,compound,95,greenmanure,1,0.5,0,Mandalay,25,95
480,summer paddy,fluvisols,11,32,Npk,180,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
481,summer paddy,fluvisols,11,32,NPK,185,compound,50,biocomposer,1,62,80,Ayeyarwady,32,90
482,rainy paddy,ferriasol ,6,35,npk,120,COMPOUND,50,Feces,15,36,60,Bago,25,80
483,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
484,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
485,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
486,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
487,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
488,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
489,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
490,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
491,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
492,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
493,rainy paddy,ferriasol ,6,3,compound,50,npk,120,Feces,15,36,60,Bago,29,80
494,Maize,acrisol,7,15,NPK,50,u rea,50,nth,0,0.5,0,Shan,,45
495,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
496,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
497,summer paddy,ferriasol ,11,35,NPK,150,npk,120,,,62,950,Bago,28,110
498,Maize,acrisol,7,15,,50,urea,50,nth,0,0.5,0,Shan,,45
499,summer paddy,ferriasol ,11,40,NPK,150,npk,120,feces,15,62,95,Bago,28,95
